years_experience,skills_match,country,job_type,education,company_size,num_applications,got_offer
6,1,USA,hybrid,phd,medium,5,0
6,4,Spain,hybrid,self-taught,small,44,0
3,2,Ukraine,remote,bachelor,large,36,0
12,1,Spain,hybrid,self-taught,small,28,1
13,0,Lithuania,hybrid,master,large,3,0
2,9,UK,remote,bootcamp,small,39,1
7,1,Poland,onsite,self-taught,medium,8,0
4,5,Germany,remote,bachelor,medium,15,0
9,7,Germany,hybrid,bachelor,medium,27,1
6,2,Spain,remote,bootcamp,large,49,0
3,10,USA,onsite,bootcamp,medium,36,1
3,8,Spain,onsite,self-taught,large,16,0
7,8,Lithuania,onsite,master,small,26,1
13,1,USA,onsite,phd,medium,45,1
7,7,Germany,onsite,bachelor,small,44,0
1,9,UK,onsite,bootcamp,medium,4,0
13,10,Poland,hybrid,phd,small,12,1
1,4,Ukraine,hybrid,phd,large,17,0
2,3,Poland,remote,phd,medium,41,0
14,9,Lithuania,hybrid,master,large,44,1
11,4,Spain,onsite,bootcamp,large,26,0
11,3,Lithuania,hybrid,bachelor,small,31,1
2,7,Ukraine,remote,bootcamp,medium,15,1
0,3,Poland,onsite,self-taught,large,34,0
14,9,Ukraine,hybrid,bachelor,small,29,1
13,5,Germany,hybrid,bootcamp,small,9,1
2,1,Poland,remote,bachelor,small,14,0
5,4,USA,onsite,self-taught,medium,36,0
7,5,UK,remote,bachelor,medium,4,0
12,4,Ukraine,onsite,phd,small,38,1
11,1,UK,onsite,master,medium,37,0
13,6,Netherlands,hybrid,self-taught,small,24,1
9,3,Poland,remote,bachelor,medium,17,0
5,7,Poland,remote,self-taught,medium,13,1
4,6,UK,remote,phd,small,20,1
14,6,Netherlands,onsite,master,small,17,1
3,8,USA,remote,self-taught,medium,27,1
2,0,Spain,onsite,phd,small,33,0
12,9,Ukraine,remote,phd,small,21,1
3,5,Ukraine,remote,phd,small,17,1
13,5,Poland,hybrid,bachelor,small,22,1
6,5,UK,remote,bootcamp,medium,25,1
0,5,Lithuania,hybrid,self-taught,large,3,0
6,9,Poland,hybrid,bootcamp,medium,27,1
0,6,Lithuania,onsite,phd,small,27,0
1,9,USA,remote,bootcamp,small,46,0
14,5,Poland,remote,phd,medium,12,1
3,0,Ukraine,remote,phd,small,15,0
0,2,UK,hybrid,master,medium,38,0
10,1,USA,remote,master,large,20,1
11,5,USA,onsite,bootcamp,small,22,0
10,7,Spain,onsite,self-taught,large,2,1
14,2,Poland,remote,bootcamp,large,4,0
10,9,Lithuania,hybrid,self-taught,small,45,1
8,7,Lithuania,onsite,bootcamp,small,13,1
11,7,Poland,onsite,bachelor,medium,32,1
5,4,Netherlands,hybrid,bachelor,medium,22,0
12,7,Spain,onsite,self-taught,small,25,1
0,5,Spain,hybrid,master,medium,27,0
0,4,Spain,onsite,self-taught,large,17,0
5,8,Lithuania,hybrid,bootcamp,large,6,0
3,6,USA,onsite,phd,small,43,0
3,7,UK,remote,bachelor,medium,16,1
14,0,Netherlands,onsite,phd,small,8,1
10,10,Ukraine,onsite,bachelor,large,33,1
14,1,Spain,remote,bootcamp,small,10,1
5,7,Lithuania,remote,bachelor,small,34,1
14,8,Lithuania,remote,self-taught,small,19,1
13,3,Ukraine,remote,phd,small,14,1
11,9,USA,hybrid,phd,large,3,1
10,10,Ukraine,hybrid,bootcamp,small,41,1
6,9,Poland,onsite,phd,small,23,1
8,8,Poland,onsite,bootcamp,medium,40,1
9,3,UK,onsite,master,small,11,0
4,9,Ukraine,hybrid,self-taught,medium,47,1
8,9,UK,onsite,bachelor,small,6,1
3,9,Spain,onsite,bachelor,medium,34,1
12,8,UK,hybrid,bachelor,small,1,1
9,10,Spain,onsite,master,medium,35,1
1,6,Netherlands,hybrid,self-taught,small,25,0
2,1,UK,hybrid,phd,small,29,0
12,8,USA,remote,phd,medium,23,1
10,3,Spain,remote,self-taught,small,18,1
0,7,USA,hybrid,self-taught,small,14,0
13,6,Lithuania,hybrid,bachelor,small,17,1
13,6,Spain,remote,phd,small,2,1
5,7,Lithuania,onsite,self-taught,large,31,1
12,0,Germany,onsite,phd,small,19,0
5,4,USA,onsite,self-taught,large,32,0
0,1,Germany,hybrid,bootcamp,large,28,0
10,1,Spain,remote,bachelor,small,41,0
12,0,Lithuania,onsite,self-taught,medium,8,0
2,4,Spain,remote,master,medium,42,0
4,1,Germany,remote,self-taught,small,41,0
2,3,Ukraine,hybrid,bootcamp,large,40,0
9,2,Ukraine,onsite,master,medium,39,0
2,2,Spain,remote,master,small,22,0
13,1,Netherlands,hybrid,self-taught,small,24,0
9,5,Poland,hybrid,bootcamp,large,38,1
2,1,Germany,hybrid,master,medium,2,0
4,7,Spain,onsite,bachelor,small,41,0
12,7,Lithuania,onsite,bachelor,medium,41,1
4,4,Spain,hybrid,phd,small,19,0
3,9,Ukraine,onsite,phd,small,41,1
0,6,Lithuania,onsite,bootcamp,small,2,0
4,3,Poland,remote,master,large,28,0
9,0,Spain,hybrid,bachelor,large,32,0
4,10,UK,hybrid,bachelor,large,19,1
3,1,Ukraine,onsite,bootcamp,medium,16,0
5,9,UK,hybrid,master,large,30,1
9,9,Poland,hybrid,bootcamp,large,22,1
3,3,Germany,hybrid,self-taught,medium,14,0
13,0,Lithuania,onsite,bachelor,medium,1,0
6,7,UK,onsite,bootcamp,medium,45,1
6,8,Netherlands,onsite,bootcamp,medium,2,1
1,3,Germany,remote,self-taught,large,22,0
2,9,Lithuania,hybrid,phd,large,46,1
0,2,Ukraine,remote,bachelor,medium,33,0
7,1,Ukraine,onsite,bootcamp,large,15,0
8,4,Ukraine,remote,bachelor,small,41,1
3,2,Poland,hybrid,phd,large,22,0
5,9,UK,hybrid,bootcamp,small,40,1
8,6,Ukraine,onsite,self-taught,medium,39,0
5,10,USA,onsite,bachelor,medium,41,1
13,5,Ukraine,remote,self-taught,large,41,1
11,0,Spain,onsite,phd,medium,11,1
11,7,Poland,remote,phd,large,4,1
11,1,Lithuania,hybrid,bachelor,large,7,0
8,4,Lithuania,hybrid,phd,large,21,1
14,8,Lithuania,hybrid,master,large,7,1
3,7,Lithuania,hybrid,bachelor,small,4,0
7,1,Spain,hybrid,master,small,12,0
8,8,Germany,remote,phd,medium,27,1
3,4,Netherlands,hybrid,bachelor,small,17,0
4,9,USA,remote,master,medium,20,1
13,5,Spain,hybrid,phd,medium,31,1
7,2,Lithuania,remote,bootcamp,large,26,0
11,2,Spain,remote,bootcamp,large,31,0
9,9,Poland,remote,self-taught,large,35,1
13,7,Netherlands,onsite,bootcamp,large,9,1
5,10,Lithuania,remote,master,large,5,1
11,9,USA,remote,bootcamp,large,48,1
6,9,Lithuania,hybrid,bachelor,small,8,1
2,1,Netherlands,remote,bachelor,medium,21,0
6,10,USA,remote,bachelor,medium,16,1
11,1,Netherlands,onsite,bootcamp,large,16,0
13,4,USA,hybrid,bootcamp,small,18,1
7,5,Germany,onsite,self-taught,large,47,1
9,1,UK,onsite,phd,small,28,0
5,4,Germany,onsite,self-taught,small,18,0
14,6,Spain,remote,master,medium,14,1
9,9,Spain,onsite,bachelor,medium,48,1
8,9,Ukraine,onsite,bootcamp,small,37,1
12,7,USA,hybrid,phd,medium,40,1
5,6,Ukraine,hybrid,phd,small,16,1
11,7,Ukraine,hybrid,bootcamp,small,21,1
8,8,Lithuania,hybrid,self-taught,small,1,1
12,4,UK,onsite,phd,medium,11,0
3,4,Poland,hybrid,self-taught,large,11,0
7,10,Poland,remote,bootcamp,medium,2,1
10,9,Lithuania,onsite,self-taught,large,32,1
3,3,Lithuania,hybrid,bachelor,medium,19,0
1,8,Germany,onsite,bootcamp,medium,5,1
9,4,Poland,hybrid,bootcamp,large,3,0
10,1,USA,onsite,phd,small,28,0
8,9,Netherlands,hybrid,phd,large,26,1
4,7,Ukraine,remote,phd,small,23,1
3,6,Spain,hybrid,bachelor,small,30,1
1,7,Ukraine,onsite,bachelor,medium,8,0
0,2,Ukraine,onsite,master,medium,36,0
10,3,Netherlands,remote,bootcamp,medium,29,0
6,4,Germany,onsite,phd,medium,13,0
5,5,Poland,remote,bootcamp,medium,25,0
14,0,Ukraine,onsite,self-taught,large,22,0
14,3,UK,onsite,bachelor,large,46,1
1,10,Lithuania,remote,master,large,33,1
7,9,UK,onsite,self-taught,large,37,1
10,4,UK,onsite,bootcamp,medium,7,0
3,6,Poland,remote,bachelor,large,23,0
7,4,USA,hybrid,phd,large,6,0
14,0,Germany,remote,self-taught,small,15,1
6,10,Ukraine,onsite,bachelor,medium,15,1
4,6,Ukraine,hybrid,bootcamp,large,40,0
9,7,Ukraine,hybrid,bootcamp,large,34,1
9,6,Lithuania,hybrid,self-taught,large,14,1
11,10,Netherlands,remote,self-taught,medium,29,1
7,3,USA,hybrid,self-taught,large,16,0
13,7,Netherlands,hybrid,master,small,29,1
8,4,Spain,hybrid,phd,medium,23,0
4,9,Germany,onsite,bachelor,small,10,1
9,8,USA,remote,bootcamp,medium,47,1
4,9,USA,remote,bootcamp,large,4,1
1,4,Ukraine,onsite,phd,medium,12,0
4,0,Netherlands,hybrid,self-taught,medium,42,0
2,8,Lithuania,onsite,self-taught,medium,34,1
6,4,Spain,onsite,bootcamp,small,4,0
9,5,Ukraine,hybrid,phd,medium,20,1
4,3,Ukraine,hybrid,bootcamp,large,28,0
7,5,Ukraine,remote,self-taught,medium,28,0
0,7,Netherlands,hybrid,bachelor,medium,6,0
2,2,USA,onsite,self-taught,large,14,0
2,4,Germany,onsite,bachelor,large,35,0
8,1,USA,hybrid,master,small,47,0
4,1,Poland,remote,phd,large,1,0
11,6,Germany,onsite,master,large,19,0
8,9,Ukraine,hybrid,self-taught,large,1,1
12,9,Germany,remote,phd,medium,13,1
8,10,USA,remote,self-taught,small,8,1
0,9,Lithuania,onsite,phd,large,18,0
1,5,Ukraine,onsite,phd,large,35,0
4,3,Germany,remote,self-taught,large,23,0
3,4,Poland,remote,self-taught,medium,26,0
14,0,Netherlands,remote,phd,medium,41,1
9,6,Lithuania,hybrid,phd,small,38,1
8,7,Lithuania,onsite,self-taught,small,20,1
6,8,Lithuania,remote,self-taught,medium,2,1
5,7,Germany,onsite,bootcamp,large,26,0
6,4,Lithuania,onsite,bootcamp,large,36,1
0,2,USA,onsite,bootcamp,small,25,0
0,9,Lithuania,remote,master,large,30,0
7,10,Poland,hybrid,phd,medium,18,1
12,8,Ukraine,remote,bachelor,small,7,1
12,5,Ukraine,onsite,master,medium,27,1
1,4,Spain,remote,phd,medium,11,0
11,2,Poland,remote,bachelor,large,37,0
9,5,Germany,onsite,bootcamp,medium,8,1
10,2,Lithuania,onsite,bachelor,medium,11,0
8,9,Lithuania,remote,self-taught,large,24,1
6,5,USA,remote,self-taught,medium,30,0
5,3,Netherlands,remote,phd,large,30,0
0,1,Lithuania,remote,master,medium,15,0
0,7,UK,hybrid,bootcamp,large,35,1
1,3,Poland,remote,phd,large,39,0
5,8,Germany,hybrid,bootcamp,small,24,0
13,6,Ukraine,onsite,self-taught,medium,8,1
5,1,Spain,hybrid,master,medium,43,0
1,3,Lithuania,onsite,master,small,42,0
0,4,Spain,hybrid,self-taught,large,20,0
9,2,Lithuania,onsite,bachelor,large,41,0
4,8,Germany,remote,master,small,47,1
4,4,Netherlands,hybrid,bachelor,small,26,0
1,1,Poland,hybrid,bootcamp,large,24,0
5,10,Ukraine,onsite,master,large,22,1
8,2,Germany,onsite,self-taught,small,5,0
1,8,Spain,hybrid,bachelor,medium,15,0
9,6,Lithuania,onsite,bootcamp,large,36,0
1,1,Spain,remote,bootcamp,small,37,0
2,8,Poland,hybrid,master,medium,29,0
12,3,UK,remote,master,medium,15,1
6,8,Ukraine,hybrid,phd,medium,27,1
5,1,Germany,remote,phd,medium,49,0
11,9,Spain,hybrid,master,small,8,1
7,3,Spain,onsite,phd,large,29,1
14,4,Poland,hybrid,self-taught,medium,19,1
7,1,UK,remote,self-taught,medium,31,0
5,9,Lithuania,hybrid,phd,small,9,1
11,0,UK,remote,master,medium,10,0
10,6,Spain,remote,self-taught,small,37,1
9,9,Poland,remote,bootcamp,small,10,1
2,0,Lithuania,onsite,master,large,33,0
2,10,UK,hybrid,bachelor,medium,25,1
14,10,Ukraine,remote,bachelor,large,4,1
0,7,UK,onsite,master,small,5,0
6,2,Ukraine,remote,phd,medium,23,0
4,9,UK,hybrid,self-taught,small,39,0
3,5,Netherlands,onsite,self-taught,small,5,0
9,6,Lithuania,remote,master,small,8,1
14,9,UK,remote,bootcamp,medium,17,1
3,0,Netherlands,remote,phd,small,1,0
13,5,Germany,hybrid,bootcamp,small,12,1
3,6,Poland,onsite,master,medium,35,0
5,5,UK,onsite,master,large,14,0
14,3,Ukraine,onsite,bootcamp,small,48,0
7,0,Lithuania,remote,bachelor,large,18,0
7,10,Ukraine,onsite,master,large,10,1
4,8,Netherlands,remote,phd,large,15,1
14,3,Netherlands,hybrid,bootcamp,large,42,0
5,6,Germany,onsite,bachelor,large,33,0
3,6,Ukraine,remote,bootcamp,large,19,0
11,1,USA,onsite,bachelor,medium,34,0
13,0,Poland,onsite,bachelor,medium,45,1
10,7,Ukraine,hybrid,phd,large,25,1
12,7,USA,onsite,master,medium,16,1
8,6,Lithuania,hybrid,bachelor,medium,8,0
7,7,Poland,onsite,master,large,35,1
9,2,Ukraine,onsite,phd,large,21,0
11,10,Germany,onsite,master,small,19,1
9,1,Lithuania,onsite,self-taught,medium,46,0
0,6,Poland,onsite,bachelor,large,11,0
14,7,Ukraine,onsite,phd,medium,44,1
1,0,Ukraine,hybrid,bootcamp,medium,11,0
8,9,Poland,hybrid,phd,medium,11,1
7,8,USA,remote,bachelor,small,22,1
13,10,Lithuania,onsite,phd,large,21,1
2,3,Germany,hybrid,bootcamp,medium,27,0
7,3,Germany,onsite,self-taught,large,18,0
11,2,Lithuania,onsite,bachelor,medium,42,0
0,5,Lithuania,hybrid,bachelor,large,48,0
9,0,Netherlands,onsite,phd,large,40,0
3,5,Spain,hybrid,master,large,38,0
2,1,Ukraine,hybrid,master,medium,30,0
5,8,USA,remote,bootcamp,small,45,0
6,1,Lithuania,remote,self-taught,large,47,0
3,6,Lithuania,remote,self-taught,small,45,0
6,0,Spain,remote,phd,large,33,0
8,6,Spain,onsite,phd,small,21,1
10,4,Poland,onsite,master,large,2,1
1,7,UK,remote,self-taught,small,13,0
10,3,Germany,hybrid,self-taught,large,2,0
2,9,USA,hybrid,self-taught,large,43,0
4,6,Poland,hybrid,bootcamp,small,45,0
2,5,Lithuania,hybrid,bootcamp,large,31,0
10,4,Ukraine,onsite,phd,medium,10,1
7,3,Spain,hybrid,master,large,23,0
11,6,Netherlands,hybrid,bachelor,large,22,1
9,4,Germany,remote,master,medium,47,1
7,4,Poland,hybrid,bootcamp,medium,29,0
7,0,Netherlands,onsite,bootcamp,medium,33,0
11,1,Germany,hybrid,phd,small,31,0
11,4,UK,hybrid,bachelor,medium,14,0
8,2,UK,onsite,self-taught,small,10,0
3,1,Netherlands,remote,bachelor,medium,18,0
4,3,Spain,onsite,bachelor,small,11,0
4,3,Poland,remote,bachelor,medium,39,0
7,3,Poland,hybrid,phd,medium,47,0
6,3,UK,remote,bootcamp,large,3,0
8,2,Germany,remote,self-taught,medium,2,0
14,6,Netherlands,remote,bachelor,large,8,1
14,8,Spain,hybrid,self-taught,medium,31,1
13,4,Lithuania,remote,bachelor,medium,8,1
7,3,Poland,remote,bootcamp,large,43,0
1,10,Ukraine,hybrid,self-taught,large,48,0
9,1,Lithuania,onsite,master,small,2,0
11,1,Spain,onsite,bootcamp,large,22,1
3,4,UK,onsite,self-taught,small,5,0
5,6,Ukraine,hybrid,bachelor,medium,7,0
11,9,Poland,hybrid,bachelor,large,20,1
1,9,Poland,onsite,bootcamp,large,28,0
6,8,Netherlands,remote,bootcamp,medium,13,1
2,6,Ukraine,onsite,bachelor,medium,2,0
12,4,Lithuania,hybrid,self-taught,medium,32,1
2,9,UK,remote,master,medium,26,0
10,9,Netherlands,remote,phd,large,3,1
1,9,USA,hybrid,bootcamp,medium,41,0
10,5,Lithuania,remote,bachelor,medium,42,0
7,10,Lithuania,onsite,self-taught,large,13,1
5,2,USA,hybrid,bootcamp,small,21,0
0,4,Spain,hybrid,self-taught,large,45,0
11,7,Ukraine,hybrid,bootcamp,small,37,1
0,0,Ukraine,hybrid,bachelor,medium,23,0
6,0,Spain,remote,self-taught,large,7,0
7,6,Poland,hybrid,bachelor,medium,17,1
4,4,Germany,hybrid,self-taught,large,28,0
11,4,Netherlands,remote,bootcamp,small,47,1
10,0,Germany,hybrid,phd,large,30,0
4,8,Poland,remote,phd,medium,5,1
3,0,Ukraine,remote,master,large,24,0
13,4,Germany,hybrid,master,medium,7,1
5,9,Lithuania,onsite,bachelor,large,34,0
13,8,Lithuania,hybrid,self-taught,small,42,1
5,3,USA,onsite,master,large,33,0
2,7,USA,remote,bootcamp,large,27,1
8,5,Poland,onsite,phd,large,14,0
11,10,Poland,hybrid,self-taught,large,19,1
10,2,UK,hybrid,phd,small,48,0
13,3,Poland,onsite,self-taught,medium,38,1
6,1,Lithuania,hybrid,master,large,12,0
0,0,Germany,onsite,master,large,3,0
14,7,Netherlands,remote,bachelor,large,7,1
12,0,UK,onsite,self-taught,small,35,1
6,10,UK,onsite,bootcamp,medium,25,1
4,0,Ukraine,onsite,master,medium,49,0
4,3,UK,onsite,bachelor,large,15,0
13,9,Poland,remote,master,large,19,1
12,9,Poland,remote,phd,medium,19,1
1,5,Lithuania,remote,master,large,23,0
3,8,Netherlands,onsite,self-taught,large,11,1
11,0,Lithuania,remote,bachelor,large,21,0
5,6,Netherlands,hybrid,self-taught,small,34,0
9,9,Lithuania,remote,bootcamp,small,39,1
14,10,Germany,onsite,bootcamp,medium,7,1
10,4,Ukraine,hybrid,master,small,42,1
6,7,Poland,onsite,bachelor,small,44,0
10,6,Spain,hybrid,bachelor,medium,27,1
4,3,Spain,onsite,bachelor,small,23,0
8,3,Ukraine,onsite,bachelor,medium,38,0
2,5,Poland,hybrid,master,large,20,0
0,5,UK,remote,self-taught,medium,27,0
3,8,Poland,hybrid,master,medium,8,0
8,4,Poland,hybrid,self-taught,medium,37,0
3,7,Ukraine,hybrid,phd,large,3,1
1,4,Poland,hybrid,phd,large,2,0
9,1,UK,hybrid,self-taught,large,22,0
13,5,Netherlands,onsite,master,medium,6,1
13,8,Ukraine,onsite,bootcamp,medium,39,1
4,2,Germany,remote,master,medium,40,0
2,0,Spain,remote,bootcamp,medium,36,0
12,0,Ukraine,hybrid,master,medium,44,1
11,2,USA,remote,bachelor,medium,24,0
12,9,Spain,remote,bachelor,medium,12,1
8,4,Spain,hybrid,phd,small,17,1
3,2,UK,onsite,phd,large,22,0
5,8,Lithuania,onsite,self-taught,small,19,1
1,7,Poland,remote,bootcamp,large,9,0
5,2,Poland,onsite,bachelor,medium,12,0
2,8,Poland,onsite,master,small,32,1
11,5,Lithuania,remote,self-taught,medium,31,1
11,6,UK,hybrid,master,small,17,1
8,3,Ukraine,remote,bachelor,small,23,0
10,3,Germany,remote,bachelor,medium,10,0
1,1,Germany,remote,bachelor,small,30,0
14,4,UK,hybrid,bachelor,small,19,1
11,7,USA,hybrid,master,large,26,1
11,6,Germany,hybrid,self-taught,medium,26,1
8,6,UK,hybrid,bachelor,medium,11,1
4,5,Ukraine,remote,phd,small,20,1
7,2,Germany,onsite,self-taught,medium,45,0
1,4,Poland,remote,phd,large,4,0
5,0,Netherlands,hybrid,master,large,47,0
2,6,UK,onsite,bachelor,medium,12,0
11,8,Spain,remote,self-taught,medium,25,1
11,0,Germany,onsite,bachelor,large,10,0
13,1,Germany,hybrid,bachelor,medium,22,1
9,2,Lithuania,onsite,self-taught,small,7,0
4,2,USA,onsite,bachelor,medium,24,0
11,7,Netherlands,hybrid,bachelor,small,2,1
7,6,Ukraine,onsite,bootcamp,large,32,1
9,5,Lithuania,remote,bootcamp,medium,21,1
13,9,Poland,onsite,self-taught,large,7,1
0,9,Spain,remote,self-taught,medium,8,0
4,10,USA,onsite,bachelor,small,38,1
2,3,Lithuania,onsite,phd,medium,21,0
3,8,UK,hybrid,self-taught,large,8,0
1,0,Germany,hybrid,bachelor,small,25,0
8,10,Germany,remote,phd,medium,28,1
2,1,USA,hybrid,bootcamp,large,28,0
14,3,Germany,hybrid,self-taught,large,31,1
1,2,UK,hybrid,bachelor,medium,36,0
9,0,Lithuania,hybrid,bootcamp,large,25,0
10,4,Lithuania,hybrid,master,small,41,1
8,6,Germany,remote,bootcamp,medium,37,0
6,1,Germany,remote,bachelor,small,38,0
5,4,Poland,hybrid,phd,large,12,0
0,5,Spain,hybrid,master,large,37,0
4,10,Ukraine,remote,master,large,37,1
11,6,USA,onsite,master,small,31,1
10,0,Lithuania,remote,self-taught,large,18,0
13,6,USA,onsite,bachelor,medium,26,1
14,3,Poland,hybrid,master,medium,6,1
10,7,Lithuania,hybrid,bootcamp,large,9,1
2,3,Poland,remote,phd,medium,11,0
0,5,Poland,hybrid,bachelor,small,31,0
3,8,Netherlands,onsite,bootcamp,small,46,0
12,4,Germany,onsite,self-taught,large,2,1
1,3,UK,remote,master,medium,29,0
1,7,Netherlands,onsite,bootcamp,medium,46,0
2,8,Ukraine,remote,bachelor,large,42,0
7,3,USA,remote,bootcamp,small,5,0
7,2,UK,onsite,self-taught,large,23,0
11,7,USA,onsite,phd,medium,36,1
14,4,Germany,onsite,master,medium,7,1
6,1,UK,onsite,bachelor,large,13,0
5,9,Netherlands,onsite,master,small,42,1
8,8,USA,onsite,master,small,10,1
3,2,Netherlands,onsite,master,large,36,0
11,1,Germany,hybrid,bootcamp,medium,16,1
0,0,UK,remote,bootcamp,small,15,0
7,7,UK,remote,phd,large,43,1
6,10,Lithuania,onsite,self-taught,medium,19,1
6,2,Poland,remote,bachelor,small,21,0
14,6,Poland,onsite,bootcamp,small,35,1
2,0,Netherlands,hybrid,master,large,15,0
3,0,UK,remote,self-taught,medium,48,0
9,8,USA,remote,bachelor,small,14,1
8,7,Netherlands,hybrid,bachelor,large,29,1
14,2,Netherlands,hybrid,bachelor,small,5,1
5,5,Spain,hybrid,bachelor,medium,49,0
14,10,Ukraine,remote,phd,small,18,1
14,2,UK,remote,bachelor,medium,1,1
4,3,Poland,hybrid,self-taught,small,27,0
2,0,UK,hybrid,bootcamp,small,27,0
8,4,Germany,hybrid,self-taught,large,25,1
4,0,Netherlands,hybrid,master,small,41,0
4,0,Spain,hybrid,phd,medium,21,0
13,9,Spain,onsite,phd,large,14,1
3,10,Poland,hybrid,master,medium,20,1
13,10,Poland,onsite,self-taught,medium,28,1
3,6,Poland,remote,self-taught,large,21,0
11,5,Germany,remote,master,medium,23,1
0,1,Spain,onsite,bachelor,small,11,0
6,10,USA,hybrid,bachelor,large,2,1
8,1,Germany,remote,bootcamp,small,20,0
2,10,Lithuania,hybrid,self-taught,small,24,1
11,6,Ukraine,hybrid,self-taught,medium,25,1
12,0,Ukraine,onsite,master,medium,37,0
14,1,Netherlands,remote,master,small,22,1
1,7,Ukraine,remote,bachelor,large,24,1
2,5,Poland,onsite,self-taught,small,15,0
0,1,Spain,hybrid,self-taught,small,12,0
5,6,Ukraine,hybrid,phd,medium,46,1
10,3,Netherlands,remote,bootcamp,medium,31,0
10,1,Ukraine,onsite,bootcamp,small,43,0
6,5,UK,onsite,bachelor,small,31,0
10,10,Germany,hybrid,self-taught,medium,30,1
10,8,Lithuania,hybrid,phd,small,41,1
1,10,UK,onsite,self-taught,medium,20,1
7,8,Germany,remote,master,small,8,1
13,7,Germany,hybrid,bachelor,large,44,1
5,2,USA,onsite,bootcamp,large,30,0
13,2,Ukraine,onsite,self-taught,small,35,0
3,1,Netherlands,onsite,bachelor,medium,21,0
4,4,USA,remote,bootcamp,small,47,0
7,3,Germany,hybrid,self-taught,small,40,0
13,6,Ukraine,hybrid,phd,medium,28,1
2,3,Lithuania,hybrid,bachelor,small,39,0
2,8,Spain,remote,self-taught,medium,17,1
13,1,Spain,hybrid,bootcamp,small,12,1
14,10,Ukraine,hybrid,bootcamp,medium,18,1
13,5,UK,hybrid,phd,small,47,1
10,6,Netherlands,hybrid,bachelor,large,28,1
3,3,Poland,remote,bachelor,medium,3,0
0,5,Poland,onsite,self-taught,large,15,0
8,6,Spain,onsite,bootcamp,medium,16,1
7,3,Germany,hybrid,bootcamp,medium,22,0
7,7,Germany,hybrid,phd,medium,49,1
13,8,USA,hybrid,phd,medium,31,1
9,0,Ukraine,remote,bachelor,small,31,0
5,6,Netherlands,hybrid,bootcamp,small,1,0
6,8,Ukraine,remote,self-taught,medium,11,0
5,9,Ukraine,hybrid,master,small,6,1
8,4,USA,hybrid,self-taught,medium,23,0
2,1,Poland,onsite,phd,medium,9,0
13,9,Ukraine,hybrid,self-taught,large,16,1
2,5,Spain,remote,bootcamp,medium,38,0
2,6,UK,onsite,bachelor,medium,44,0
9,1,Ukraine,remote,master,small,19,0
2,1,Germany,onsite,bachelor,medium,45,0
8,9,Ukraine,remote,master,medium,13,1
11,9,Spain,onsite,master,large,32,1
3,0,Lithuania,remote,bootcamp,small,36,0
12,3,Spain,remote,bootcamp,small,9,1
6,6,Lithuania,hybrid,phd,large,46,1
13,8,USA,onsite,phd,medium,46,1
14,2,USA,onsite,master,large,49,1
8,10,Poland,hybrid,phd,small,37,1
10,6,Spain,remote,bootcamp,large,31,1
11,6,Spain,remote,phd,small,31,1
6,6,Lithuania,onsite,master,large,19,1
8,1,USA,remote,bachelor,medium,2,0
11,5,Lithuania,onsite,self-taught,medium,45,1
2,1,USA,onsite,phd,small,32,0
14,5,Lithuania,remote,bootcamp,large,43,1
3,9,USA,remote,bachelor,small,34,1
13,2,Lithuania,remote,bootcamp,medium,1,0
7,1,UK,hybrid,phd,small,21,0
5,5,USA,onsite,master,medium,3,0
4,1,Netherlands,remote,self-taught,small,27,0
12,4,Lithuania,hybrid,self-taught,large,44,1
3,1,Spain,remote,bachelor,medium,7,0
7,2,Poland,onsite,self-taught,small,33,0
0,2,Netherlands,hybrid,master,medium,9,0
13,5,Netherlands,onsite,bootcamp,large,30,1
8,5,Lithuania,remote,master,medium,18,1
0,9,Poland,remote,bachelor,large,26,1
7,2,Spain,remote,bachelor,medium,20,0
3,2,Netherlands,hybrid,self-taught,large,38,0
8,0,Spain,hybrid,master,medium,41,0
13,6,USA,hybrid,bootcamp,large,31,1
10,7,Ukraine,hybrid,master,small,8,1
4,1,UK,remote,bootcamp,small,23,0
2,3,Ukraine,remote,bootcamp,medium,25,0
8,9,Ukraine,remote,master,large,47,1
10,6,Poland,hybrid,phd,small,1,1
13,7,UK,hybrid,master,medium,46,1
13,0,Germany,remote,bootcamp,small,18,0
8,3,USA,remote,bachelor,large,19,0
3,5,Poland,hybrid,bachelor,medium,42,0
10,2,Lithuania,onsite,self-taught,large,6,1
3,4,UK,remote,bachelor,large,17,0
11,9,Lithuania,remote,phd,large,46,1
7,8,Spain,remote,bootcamp,small,45,1
1,10,Ukraine,hybrid,master,medium,8,1
8,2,Netherlands,remote,master,large,42,1
12,4,UK,remote,phd,small,9,1
13,7,Germany,remote,bachelor,large,37,1
5,5,Lithuania,remote,bootcamp,small,27,1
8,3,Poland,remote,bachelor,medium,36,0
7,7,UK,onsite,self-taught,medium,6,1
14,10,UK,onsite,bachelor,medium,6,1
14,2,Netherlands,remote,self-taught,medium,45,0
6,2,Netherlands,remote,master,large,4,0
12,3,Poland,remote,bootcamp,small,22,1
13,8,Netherlands,remote,self-taught,medium,40,1
0,4,Lithuania,hybrid,bachelor,large,27,0
13,7,Poland,hybrid,bachelor,medium,37,1
11,5,Ukraine,hybrid,master,medium,2,1
2,2,Poland,onsite,phd,medium,9,0
10,7,Spain,remote,phd,small,11,1
13,8,Germany,hybrid,bachelor,small,20,1
1,7,UK,remote,phd,small,43,0
